emp_id,firstname,lastname,startdate,exitdate,title,supervisor,businessunit,employeestatus,employeetype,payzone,employeeclassificationtype,terminationdescription,departmenttype,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,performance_score,current_rating,is_active
3003,Paul,Greer,2021-10-01,,Production Technician II,Dwayne Johnson,CCDR,Active,Full-Time,Zone A,Part-Time,Active,Production       ,Field Operations,,MA,Groundman,Female,40722,Other,Single,Fully Meets,5,True
3004,Tiara,Velez,2019-08-29,2022-06-19,Production Technician II,Lisa Walters,EW,Active,Full-Time,Zone B,Full-Time,Most since article thousand.,Production       ,General - Con,,MA,Laborer,Female,77466,Asian,Divorced,Fully Meets,5,False
3005,Mareli,Wilson,2020-12-29,,Production Technician II,Brandon Coleman,MSC,Active,Contract,Zone C,Part-Time,Active,Production       ,General - Con,,MA,Technician,Female,57657,Hispanic,Widowed,Fully Meets,2,True
3006,Efrain,Underwood,2022-10-04,,Production Technician II,Michael Smith,NEL,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,88958,Asian,Single,Fully Meets,1,True
3007,Madeline,Powell,2019-03-21,2022-09-25,Production Technician II,Gabriela Boyd,PL,Active,Part-Time,Zone A,Full-Time,Stock professor pattern turn attention news.,Production       ,General - Con,,MA,Technician,Female,22812,Black,Married,Fully Meets,2,False
3008,Alfred,Goodman,2020-04-03,2021-12-27,Production Technician II,Kevin Robertson,PYZ,Active,Full-Time,Zone A,Full-Time,Stuff campaign any huge you kid cup.,Production       ,General - Sga,,MA,Construction Manager,Female,96960,Black,Widowed,Fully Meets,4,False
3009,Aracely,Kelly,2019-06-02,2021-07-14,Production Technician I,Tony Moyer,EW,Active,Part-Time,Zone C,Part-Time,Avoid so despite. Risk bill cause school off.,Production       ,Billable Consultants,,MA,Engineer,Male,14887,White,Married,Fully Meets,2,False
3010,Morgan,Velazquez,2019-05-31,2020-09-04,Production Technician I,Heidi Ruiz,MSC,Leave of Absence,Part-Time,Zone C,Temporary,Billion provide season another.,Production       ,General - Con,,MA,Flagger,Male,33080,Other,Married,Fully Meets,1,False
3011,Isla,Becker,2020-01-06,2020-05-04,Production Technician I,Valerie Gallagher,TNS,Leave of Absence,Part-Time,Zone A,Full-Time,Affect organization we organization well sense.,Production       ,Engineers,,MA,Engineer,Female,51348,Hispanic,Widowed,Fully Meets,5,False
3012,Scott,Sanford,2018-08-19,2021-02-18,Production Technician I,Walter Sanchez,BPC,Leave of Absence,Contract,Zone A,Temporary,Room force them drop catch. Consumer why rock.,Production       ,General - Sga,,MA,Manager,Female,3143,Asian,Single,Exceeds,1,False
3013,Deja,Ritter,2019-05-18,,Production Technician I,Misty Preston,CCDR,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Splicing,,MA,Splicer,Female,35422,Asian,Widowed,PIP,1,True
3014,Amelia,Gamble,2022-11-23,2022-12-09,Production Technician I,Danielle Long,EW,Active,Contract,Zone B,Temporary,Bring guy religious week second technology.,Production       ,Field Operations,,MA,Flagger,Male,81914,Hispanic,Single,PIP,2,False
3015,Pranav,Middleton,2020-12-02,,Production Technician I,Michael Hendricks,MSC,Active,Part-Time,Zone C,Part-Time,Active,Production       ,General - Sga,,MA,Clerk,Male,56005,Hispanic,Single,PIP,2,True
3016,Moshe,Hunter,2022-01-05,,Production Technician I,Ashley Hill,NEL,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Finance & Accounting,,MA,Accounting,Male,19295,Black,Widowed,PIP,4,True
3017,Arjun,Gibson,2023-04-16,2023-08-04,Production Technician I,Douglas Washington,PL,Active,Full-Time,Zone B,Full-Time,Money few season own goal social.,Production       ,Field Operations,,MA,Laborer,Female,89360,Other,Divorced,PIP,5,False
3018,Alaina,Jenkins,2020-10-10,2023-06-23,Production Technician I,John Jordan,PYZ,Active,Contract,Zone C,Part-Time,Thank person level north none analysis its.,Production       ,Project Management - Con,,MA,Manager,Female,77355,Black,Widowed,PIP,2,False
3019,Elyse,Morrow,2022-04-15,2023-07-04,Production Technician I,Thomas Humphrey,SVG,Active,Contract,Zone B,Full-Time,Create budget ground foot action note may.,Production       ,Finance & Accounting,,MA,Administrative,Female,26467,Asian,Married,PIP,2,False
3020,Lincoln,Brady,2023-07-25,,Production Technician I,Paula Perez,TNS,Active,Part-Time,Zone C,Part-Time,Active,Production       ,General - Con,,MA,Technician,Male,8903,Black,Widowed,PIP,2,True
3021,Allisson,Braun,2020-08-31,,Production Technician I,Scott Torres,WBL,Active,Contract,Zone A,Temporary,Active,Production       ,Wireline Construction,,MA,Administrative,Male,95247,Other,Single,PIP,2,True
3022,Leonel,Chang,2018-10-10,2020-05-17,Production Technician I,Miguel Rodgers,BPC,Active,Full-Time,Zone C,Full-Time,In business challenge rock environment.,Production       ,Splicing,,MA,Laborer,Male,23955,Other,Married,PIP,1,False
3023,Marshall,Lucas,2019-01-15,2021-04-03,Production Technician II,Grant Brooks,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Personal themselves institution record.,Production       ,General - Con,,MA,Technician,Female,46410,Black,Widowed,PIP,2,False
3024,Haiden,Scott,2021-12-26,,Production Technician II,Kristina Jackson,BPC,Active,Contract,Zone A,Full-Time,Active,Production       ,Project Management - Con,,MA,Supervisor,Female,51804,Hispanic,Widowed,Fully Meets,2,True
3025,Kyan,Miranda,2022-05-23,,Production Technician II,Melissa Stuart,CCDR,Active,Contract,Zone C,Temporary,Active,Production       ,Project Management - Con,,MA,Technician,Female,10677,Black,Married,Fully Meets,1,True
3026,Ayanna,Garrison,2022-08-23,,Production Technician II,Deborah Lopez,EW,Active,Contract,Zone C,Part-Time,Active,Production       ,Project Management - Con,,MA,Lineman,Female,80801,Asian,Divorced,Fully Meets,2,True
3027,Alan,Woods,2023-05-27,2023-07-28,Production Technician II,Erin George,MSC,Active,Part-Time,Zone A,Full-Time,Me who grow similar realize.,Production       ,General - Eng,,MA,Administrative,Female,7984,White,Single,Fully Meets,5,False
3028,Teagan,Phelps,2018-08-10,2021-07-25,Production Technician II,Brian Green,NEL,Voluntarily Terminated,Contract,Zone B,Temporary,Whether give voice pull make.,Production       ,Engineers,,MA,Engineer,Female,32254,Asian,Married,Fully Meets,2,False
3029,Malachi,Burnett,2021-10-24,2023-02-03,Production Technician II,Tommy Lee,PL,Active,Contract,Zone C,Full-Time,Fire necessary sing first traditional.,Production       ,Finance & Accounting,,MA,Clerk,Female,5819,Asian,Widowed,Fully Meets,4,False
3030,Kadin,Mcdowell,2022-07-05,2023-01-03,Production Technician II,Kevin Davis,PYZ,Active,Full-Time,Zone C,Part-Time,Left she before though finally.,Production       ,Wireline Construction,,MA,Laborer,Female,51064,White,Single,Fully Meets,1,False
3031,Reed,Brandt,2022-01-22,2023-03-03,Production Technician I,Jamie Anderson,SVG,Active,Contract,Zone B,Temporary,Enough final gun case.,Production       ,Project Management - Con,,MA,Supervisor,Male,88435,Asian,Married,Fully Meets,1,False
3032,Cristofer,Schwartz,2023-03-27,2023-07-23,Production Technician I,Maria Hall,EW,Leave of Absence,Part-Time,Zone A,Full-Time,Market effect Mrs owner.,Production       ,General - Con,,MA,Supervisor,Male,48042,Asian,Married,Fully Meets,2,False
3033,Jaelynn,Salazar,2019-08-26,2022-03-09,Production Technician I,Bryan Clark,MSC,Leave of Absence,Contract,Zone C,Part-Time,Stay word behavior financial.,Production       ,Engineers,,MA,Field Project Manager,Male,54212,White,Divorced,Fully Meets,2,False
3034,Macie,Hayes,2021-10-16,,Production Technician I,Brandy Rivera,TNS,Active,Full-Time,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Foreman,Female,26202,White,Single,Fully Meets,2,True
3035,Rodney,Snow,2019-06-14,,Production Technician I,Kenneth Parker,PYZ,Active,Contract,Zone C,Temporary,Active,Production       ,Engineers,,MA,Director,Female,33464,Other,Divorced,Fully Meets,1,True
3036,Reece,Potts,2020-07-05,,Production Technician I,Barbara Perkins,WBL,Active,Full-Time,Zone B,Temporary,Active,Production       ,Technology / It,,MA,Administrator,Female,94333,White,Widowed,Fully Meets,2,True
3037,Catalina,Eaton,2020-03-02,,Production Technician I,Lindsey Martin,NEL,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Director,Male,38200,Asian,Married,Fully Meets,4,True
3038,Heidi,Manning,2020-11-11,2021-04-28,Production Technician I,David Stark,PL,Active,Part-Time,Zone B,Temporary,Enough note majority positive catch trip.,Production       ,Field Operations,,MA,Laborer,Male,76217,White,Divorced,Fully Meets,2,False
3039,Marquis,Johns,2019-12-22,,Production Technician I,Evan Hernandez,BPC,Active,Contract,Zone B,Temporary,Active,Production       ,Project Management - Con,,MA,Supervisor,Female,91829,Other,Single,Fully Meets,5,True
3040,Areli,Torres,2020-12-14,,Production Technician I,Caleb Floyd Jr.,CCDR,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Field Operations,,MA,Groundman,Female,31946,White,Divorced,Fully Meets,5,True
3041,Rey,Morton,2020-06-20,,Production Technician I,Brandon Atkinson,SVG,Active,Contract,Zone C,Full-Time,Active,Production       ,General - Con,,MA,Laborer,Female,2308,White,Single,Fully Meets,2,True
3042,Deven,Gillespie,2023-06-09,2023-07-12,Production Technician I,Alisha Ramirez,EW,Active,Contract,Zone B,Temporary,Man fall nature back church.,Production       ,Fielders,,MA,Engineer,Female,44194,White,Widowed,Exceeds,4,False
3043,Rowan,Gilbert,2022-09-25,,Production Technician I,Caroline Duffy,MSC,Active,Contract,Zone C,Full-Time,Active,Production       ,Catv,,MA,Supervisor,Male,48124,Black,Widowed,Exceeds,2,True
3044,Cullen,Ruiz,2020-08-26,2020-12-30,Production Technician I,Charles Dean,TNS,Active,Contract,Zone B,Part-Time,Structure play my piece partner them.,Production       ,General - Con,,MA,Laborer,Male,16165,White,Single,Exceeds,2,False
3045,Kamron,Goodwin,2019-08-28,,Production Technician I,Nicholas Duncan,PYZ,Active,Full-Time,Zone C,Temporary,Active,Production       ,General - Eng,,MA,Engineer,Male,64494,Other,Single,Exceeds,2,True
3046,Claudia,Melton,2023-06-02,2023-07-09,Production Technician II,Anna Davidson,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Organization north interview simply return.,Production       ,Wireline Construction,,MA,Supervisor,Female,85307,Other,Single,Exceeds,4,False
3047,Francesca,Lowe,2018-09-12,,Production Technician II,Micheal Merritt,PYZ,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Engineers,,MA,Administrative,Female,33237,White,Married,Exceeds,5,True
3048,Violet,Horn,2023-07-15,,Production Technician II,Jeffrey Espinoza,WBL,Active,Contract,Zone B,Part-Time,Active,Production       ,Isp,,MA,Apprentice,Female,34381,White,Married,Fully Meets,2,True
3049,Carlie,Wagner,2023-07-02,2023-07-25,Production Technician II,Joshua Diaz,NEL,Active,Part-Time,Zone A,Temporary,Congress foot television team.,Production       ,General - Con,,MA,Laborer,Female,96062,Asian,Married,Fully Meets,4,False
3050,Harmony,Pruitt,2020-02-10,,Production Technician II,Joshua Hunt,PL,Active,Contract,Zone C,Full-Time,Active,Production       ,Splicing,,MA,Splicer,Female,78746,White,Single,Fully Meets,4,True
3051,Briley,Huerta,2021-08-27,2022-05-01,Production Technician II,Alex Holt,BPC,Voluntarily Terminated,Contract,Zone B,Temporary,Onto site natural situation wear.,Production       ,Underground,,MA,Lineman,Female,96336,Asian,Widowed,Fully Meets,5,False
3052,Ean,Barajas,2020-01-25,2023-02-05,Production Technician II,Ralph Delgado,CCDR,Active,Full-Time,Zone A,Full-Time,Than me read environment hour goal memory.,Production       ,General - Sga,,MA,Project Coordinator,Female,60154,White,Single,Fully Meets,5,False
3053,Dayana,Gregory,2020-03-26,2021-10-08,Production Technician II,Rodney Burch,SVG,Active,Part-Time,Zone A,Full-Time,Chance summer fear usually.,Production       ,General - Con,,MA,Lineman,Female,34734,Asian,Widowed,Fully Meets,2,False
3054,Zaniyah,Mccarthy,2020-10-23,,Production Technician I,Joseph Norris,SVG,Active,Contract,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Male,59668,White,Married,Fully Meets,1,True
3055,Matthias,Simon,2020-12-27,2021-12-07,Production Technician I,Anthony Guerrero,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Politics plant at far trade sense.,Production       ,Field Operations,,MA,Technician,Male,83604,Other,Divorced,Fully Meets,2,False
3056,Lyric,Butler,2022-06-21,,Production Technician I,Brittany Johnson,MSC,Active,Part-Time,Zone A,Temporary,Active,Production       ,Wireless,,MA,Manager,Female,56056,Other,Divorced,Fully Meets,5,True
3057,Bridger,Duran,2022-11-09,2023-07-09,Production Technician I,Richard Contreras,TNS,Leave of Absence,Full-Time,Zone A,Temporary,Social operation specific personal matter beyond.,Production       ,General - Con,,MA,Laborer,Female,58387,Black,Divorced,Fully Meets,4,False
3058,Amirah,Cline,2019-02-11,2020-07-30,Production Technician I,Shelia Goodwin,PYZ,Leave of Absence,Part-Time,Zone A,Temporary,Loss sense above charge part describe.,Production       ,Yard (Material Handling),,MA,Coordinator,Male,93290,Asian,Divorced,Fully Meets,1,False
3059,Izaiah,Gallagher,2021-03-28,,Production Technician I,James Walker,WBL,Active,Part-Time,Zone A,Temporary,Active,Production       ,Project Management - Con,,MA,Coordinator,Female,73253,White,Widowed,Fully Meets,1,True
3060,Marcelo,Galvan,2020-08-29,,Production Technician I,Patrick Martinez,NEL,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Yard (Material Handling),,MA,Coordinator,Male,13893,Asian,Widowed,Fully Meets,2,True
3061,Kaylynn,Odom,2023-01-03,2023-08-05,Production Technician I,Brandon Hernandez,PL,Active,Part-Time,Zone C,Full-Time,Sister thought loss hotel eight realize.,Production       ,Wireline Construction,,MA,Foreman,Male,51434,Other,Married,Fully Meets,4,False
3062,Oliver,Dalton,2022-11-28,,Production Technician I,Courtney Poole,BPC,Active,Part-Time,Zone A,Temporary,Active,Production       ,General - Con,,MA,Supervisor,Female,71004,Asian,Divorced,Fully Meets,1,True
3063,Patience,Henry,2021-12-22,2023-08-03,Production Technician I,Deborah Diaz,CCDR,Active,Contract,Zone B,Part-Time,Much try remember natural.,Production       ,Field Operations,,MA,Supervisor,Female,46847,Other,Widowed,Fully Meets,5,False
3064,London,Pennington,2023-07-08,,Production Technician I,Meagan Gaines,SVG,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,76345,Other,Divorced,Fully Meets,4,True
3065,Anna,Salazar,2021-04-21,2021-09-21,Production Technician I,Thomas Jackson,EW,Active,Part-Time,Zone A,Temporary,Scientist up policy save I.,Production       ,Field Operations,,MA,Tower Hand,Female,15364,Black,Divorced,Fully Meets,4,False
3066,Vicente,Davis,2022-07-28,2022-10-20,Production Technician I,Jamie Pope,MSC,Active,Full-Time,Zone B,Full-Time,Purpose feel summer nature small choose can.,Production       ,Field Operations,,MA,Operator,Male,2005,Hispanic,Divorced,Fully Meets,1,False
3067,Annabel,Lewis,2019-11-05,,Production Technician I,Joseph Lane,TNS,Active,Part-Time,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Technician,Male,50527,Hispanic,Single,Fully Meets,4,True
3068,Alana,Nunez,2022-05-22,2022-12-08,Production Technician I,Rose Johnson,PYZ,Terminated for Cause,Full-Time,Zone A,Temporary,Seat type month.,Production       ,Finance & Accounting,,MA,Assistant,Male,21620,Asian,Single,Fully Meets,5,False
3069,Jaylen,Donaldson,2019-10-19,2021-12-03,Production Technician II,David Hicks,WBL,Active,Full-Time,Zone A,Temporary,Determine building society soldier.,Production       ,General - Con,,MA,Clerk,Female,92533,White,Married,Fully Meets,4,False
3070,Malakai,Shelton,2019-12-25,2021-07-24,Production Technician II,Geoffrey Curtis,BPC,Active,Full-Time,Zone C,Temporary,Television new fire board need list admit.,Production       ,Wireline Construction,,MA,Laborer,Female,7528,White,Divorced,Fully Meets,1,False
3071,Erick,Wood,2022-11-04,2022-11-26,Production Technician II,Holly Miller,CCDR,Active,Full-Time,Zone B,Part-Time,Former think again effort.,Production       ,General - Con,,MA,Lineman,Female,34566,Black,Married,Fully Meets,2,False
3072,Daniel,Frye,2023-04-26,2023-05-30,Production Technician II,Ronald Shepherd DDS,EW,Active,Full-Time,Zone B,Part-Time,Future piece pull art.,Production       ,Wireless,,MA,Foreman,Female,48363,Asian,Divorced,Fully Meets,1,False
3073,Jayvon,Simpson,2022-10-26,2023-05-16,Production Technician II,Jeremy Ray,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Guy beat specific act as ability speak.,Production       ,General - Con,,MA,Laborer,Female,27147,Black,Single,Fully Meets,4,False
3074,Bryant,Singleton,2020-07-14,2022-06-27,Production Technician II,Barbara Clark,NEL,Voluntarily Terminated,Contract,Zone A,Full-Time,Free town various cup. Animal may team hit.,Production       ,Splicing,,MA,Splicer,Female,79280,Hispanic,Single,Fully Meets,1,False
3075,Adam,Meza,2023-03-12,,Production Technician II,Joshua Peters,PL,Active,Full-Time,Zone B,Part-Time,Active,Production       ,Fielders,,MA,Engineer,Female,18316,Other,Single,Fully Meets,5,True
3076,Omari,Keller,2023-04-26,,Production Technician II,Daniel Smith,PYZ,Active,Part-Time,Zone C,Full-Time,Active,Production       ,General - Con,,MA,Foreman,Male,3738,White,Married,Fully Meets,5,True
3077,Asher,Miles,2022-09-17,2023-06-12,Production Technician I,Audrey Hamilton,CCDR,Active,Contract,Zone A,Temporary,Describe hospital executive top sing.,Production       ,General - Con,,MA,Clerk,Male,16185,Hispanic,Married,Fully Meets,1,False
3078,Makaila,Baxter,2021-01-08,2023-04-01,Production Technician I,Aaron Andrews,SVG,Active,Contract,Zone B,Part-Time,Particularly trouble sister.,Production       ,General - Con,,MA,Foreman,Male,10871,Black,Widowed,Fully Meets,1,False
3079,Tommy,Carter,2020-12-18,2022-09-16,Production Technician I,David Moore,EW,Leave of Absence,Part-Time,Zone B,Part-Time,Nice hundred government.,Production       ,Aerial,,MA,Engineer,Female,54361,Black,Single,Fully Meets,4,False
3080,Zavier,Reese,2020-09-12,2022-11-22,Production Technician I,Brittany Ray,MSC,Leave of Absence,Contract,Zone B,Part-Time,Design laugh top music policy.,Production       ,General - Con,,MA,Lineman,Female,82524,Hispanic,Widowed,Fully Meets,2,False
3081,Colt,Kemp,2020-10-20,,Production Technician I,Jonathan Jones,TNS,Active,Part-Time,Zone C,Part-Time,Active,Production       ,Finance & Accounting,,MA,Controller,Male,18410,White,Widowed,Fully Meets,2,True
3082,Marco,Robles,2022-11-18,,Production Technician I,Brian Jennings,PYZ,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Field Operations,,MA,Manager,Female,53176,Other,Single,Fully Meets,1,True
3083,Nick,Palmer,2023-01-14,,Production Technician I,Sandra Reed,WBL,Active,Contract,Zone C,Full-Time,Active,Production       ,Aerial,,MA,Laborer,Male,55790,Asian,Widowed,Fully Meets,2,True
3084,Mekhi,Hopkins,2020-10-27,2022-06-08,Production Technician I,Erica Davis,NEL,Active,Part-Time,Zone A,Temporary,Stage mission never one happen somebody single.,Production       ,General - Con,,MA,Clerk,Male,64716,Black,Widowed,Fully Meets,4,False
3085,Eileen,Oneal,2020-08-29,,Production Technician I,Sara Mckay,PL,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Operator,Female,21299,Asian,Single,Fully Meets,2,True
3086,Alani,Cooley,2019-12-23,2023-08-05,Production Technician I,Julie Donovan,BPC,Active,Part-Time,Zone B,Temporary,Huge degree pull hit.,Production       ,Aerial,,MA,Foreman,Female,51176,Asian,Divorced,Fully Meets,1,False
3087,Corinne,Campos,2023-07-03,,Production Technician I,Duane Kelly,CCDR,Active,Contract,Zone B,Part-Time,Active,Production       ,Project Management - Con,,MA,Coordinator,Female,51274,Black,Married,Fully Meets,4,True
3088,Heaven,Nelson,2022-09-26,,Production Technician I,Amy Boyd,SVG,Active,Part-Time,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Technician,Female,52777,Other,Married,Fully Meets,5,True
3089,Baylee,Castaneda,2020-05-09,2023-07-25,Production Technician I,Laura Mayo,EW,Active,Contract,Zone A,Temporary,Suffer very particular rather.,Production       ,Field Operations,,MA,Laborer,Female,51728,Black,Single,Fully Meets,4,False
3090,Morgan,Roth,2023-03-08,,Production Technician I,Brittany Rios,MSC,Active,Part-Time,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Foreman,Male,54485,Black,Married,Fully Meets,5,True
3091,Kali,Hensley,2019-02-27,2020-08-31,Production Technician I,Charles Cruz,TNS,Terminated for Cause,Contract,Zone B,Part-Time,Describe current question quite coach.,Production       ,Billable Consultants,,MA,Technician,Male,6649,White,Single,Fully Meets,5,False
3092,Beckett,Sandoval,2020-01-12,2023-07-12,Production Technician II,Carolyn Stewart,TNS,Active,Contract,Zone A,Full-Time,Recently agreement subject individual increase.,Production       ,Field Operations,,MA,Lineman,Female,48374,Other,Married,Fully Meets,2,False
3093,Isabell,Meadows,2019-06-29,2021-01-10,Production Technician II,Daniel Hinton,PYZ,Active,Full-Time,Zone B,Full-Time,Majority wide enjoy how.,Production       ,Splicing,,MA,Labor,Female,31227,Asian,Divorced,Fully Meets,2,False
3094,Jordin,Alexander,2021-07-15,2021-09-29,Production Technician II,Joshua Foster,WBL,Active,Contract,Zone C,Full-Time,Improve himself side.,Production       ,Engineers,,MA,Engineer,Female,84169,Other,Widowed,Fully Meets,1,False
3095,Frederick,Carney,2022-08-19,,Production Technician II,Summer Dickerson,NEL,Active,Contract,Zone A,Part-Time,Active,Production       ,Field Operations,,MA,Administrative,Female,69905,Other,Divorced,Fully Meets,4,True
3096,Baron,Lindsey,2019-09-23,2023-04-09,Production Technician II,Mr. Joseph Ashley,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Industry notice cup early.,Production       ,Engineers,,MA,Technician,Female,59014,Hispanic,Single,Fully Meets,5,False
3097,Rigoberto,Gentry,2020-10-11,2021-01-06,Production Technician II,Bethany Gaines,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,More best if page.,Production       ,Project Management - Con,,MA,Administrator,Female,97514,White,Married,Fully Meets,4,False
3098,Rayne,Chambers,2021-08-18,,Production Technician II,Melvin Dean,CCDR,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Fielders,,MA,Technician,Male,20436,Black,Widowed,Fully Meets,4,True
3099,Laila,Simmons,2022-12-17,,Production Technician I,Zachary Smith,CCDR,Active,Full-Time,Zone A,Temporary,Active,Production       ,Fielders,,MA,Engineer,Male,44977,Black,Divorced,Exceeds,4,True
3100,Carsen,Schmidt,2020-10-25,2021-12-28,Production Technician I,Kevin Davis,SVG,Active,Contract,Zone B,Temporary,Production senior put.,Production       ,General - Con,,MA,Laborer,Female,58513,White,Single,Fully Meets,5,False
3101,Bethany,Mckay,2023-01-23,,Production Technician I,Erica Harper,EW,Active,Full-Time,Zone B,Full-Time,Active,Production       ,General - Con,,MA,Technician,Female,79029,Asian,Single,Fully Meets,2,True
3102,Eden,Robles,2019-03-15,2022-08-03,Production Technician I,Stephanie Frost,MSC,Leave of Absence,Full-Time,Zone C,Part-Time,Size shake far example.,Production       ,Field Operations,,MA,Laborer,Male,11092,Black,Widowed,Exceeds,2,False
3103,Abel,Snow,2023-07-06,2023-07-23,Production Technician I,Bryan Ortega DVM,TNS,Leave of Absence,Full-Time,Zone A,Part-Time,Rather make power.,Production       ,Field Operations,,MA,Supervisor,Male,87665,Asian,Single,Fully Meets,4,False
3104,Ashton,Winters,2022-05-29,,Production Technician I,Matthew Smith,PYZ,Active,Contract,Zone C,Part-Time,Active,Production       ,General - Con,,MA,Technician,Female,71716,Black,Married,Fully Meets,2,True
3105,Josie,Melton,2020-06-07,2022-07-09,Production Technician I,Scott Stone,WBL,Active,Full-Time,Zone B,Temporary,Figure kind agent send even west.,Production       ,Fielders,,MA,Engineer,Male,86764,Black,Married,Fully Meets,1,False
3106,Bruno,Jimenez,2020-03-21,,Production Technician I,Frances Martinez,NEL,Active,Part-Time,Zone A,Temporary,Active,Production       ,Field Operations,,MA,Warehouse Manager,Male,33599,Hispanic,Divorced,Fully Meets,4,True
3107,Elijah,Barr,2021-06-21,2022-11-11,Production Technician I,Heather Adams,PL,Active,Full-Time,Zone A,Temporary,Figure enjoy sell work discuss former.,Production       ,Wireline Construction,,MA,Operator,Female,5797,Black,Widowed,Fully Meets,4,False
3108,Oswaldo,Hanson,2021-10-22,2022-05-12,Production Technician I,Julie Hernandez,BPC,Active,Full-Time,Zone B,Temporary,Perform leader research again term.,Production       ,General - Con,,MA,Laborer,Female,91007,Hispanic,Married,Fully Meets,2,False
3109,Samara,Roberson,2018-10-20,,Production Technician I,Timothy Myers,CCDR,Active,Full-Time,Zone A,Temporary,Active,Production       ,Fielders,,MA,Engineer,Female,93749,White,Married,PIP,2,True
3110,Luis,Frazier,2022-03-16,,Production Technician I,Anna Walters,SVG,Active,Contract,Zone C,Full-Time,Active,Production       ,Wireline Construction,,MA,Apprentice,Female,51909,Hispanic,Single,Fully Meets,2,True
3111,Jaquan,Hancock,2018-12-13,,Production Technician I,Ebony Adkins,EW,Active,Part-Time,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Technician,Female,71638,Other,Divorced,Fully Meets,1,True
3112,Emanuel,George,2021-10-08,2022-08-11,Production Technician I,Molly Guerrero,MSC,Terminated for Cause,Part-Time,Zone B,Full-Time,Past agreement focus back.,Production       ,Shop (Fleet),,MA,Mechanic,Male,85416,Asian,Single,Fully Meets,4,False
3113,Giselle,Calderon,2019-02-03,2019-04-02,Production Technician II,Donna Duffy,TNS,Active,Contract,Zone C,Full-Time,Stock indeed about brother campaign.,Production       ,Project Management - Con,,MA,Coordinator,Female,96092,White,Divorced,Fully Meets,4,False
3114,Cullen,French,2018-09-30,,Production Technician II,Corey Barry,PYZ,Active,Contract,Zone C,Full-Time,Active,Production       ,Isp,,MA,Technician,Female,46346,Asian,Divorced,Fully Meets,2,True
3115,Braiden,Kirby,2021-07-12,2021-08-17,Production Technician II,Paul Brewer,WBL,Active,Contract,Zone A,Temporary,Decide statement future ball.,Production       ,Project Management - Con,,MA,Supervisor,Female,10137,Hispanic,Divorced,Fully Meets,4,False
3116,Johnathan,Harmon,2021-03-04,,Production Technician II,Steven Brown,NEL,Active,Part-Time,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Lineman,Female,97547,Hispanic,Married,Fully Meets,5,True
3117,Camren,Bridges,2019-10-27,,Production Technician II,Kyle Anderson,PL,Active,Part-Time,Zone C,Part-Time,Active,Production       ,General - Sga,,MA,Lineman,Female,48509,White,Married,Fully Meets,2,True
3118,Jeramiah,Chandler,2019-01-28,2020-12-14,Production Technician II,Dr. Anna Hayes DVM,BPC,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Pay avoid seem unit might month run.,Production       ,Catv,,MA,Technician,Female,48848,Black,Divorced,Fully Meets,2,False
3119,Dana,Stevenson,2021-01-10,,Production Technician I,Thomas Bautista,NEL,Active,Part-Time,Zone C,Part-Time,Active,Production       ,General - Con,,MA,Laborer,Male,71016,Other,Single,Fully Meets,5,True
3120,Angelique,Hogan,2021-08-05,2023-03-02,Production Technician I,Andrew Davis,PL,Active,Part-Time,Zone A,Full-Time,Event TV few much continue success.,Production       ,Aerial,,MA,Lineman,Female,28645,Asian,Widowed,Fully Meets,4,False
3121,Moriah,Dodson,2022-11-07,2023-03-02,Production Technician I,Rachel Chaney,PYZ,Active,Part-Time,Zone C,Full-Time,Resource collection house seek sound wind.,Production       ,Project Management - Con,,MA,Project Manager,Female,58015,Black,Single,Fully Meets,4,False
